id,name,category,base_system,constraint,archetype,structurally_distinct,why_distinct,what_the_constraint_changes,components,nodes,edges
"game-events-multiregion","Game telemetry — multi-region active-active","Streaming & events","Game telemetry","multi-region active-active","pipeline","no","Volume that tracks player count, which tracks nothing predictable.","Two live regions; replication lag becomes a correctness question.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,gslb:Global LB,cdc:Replicator","client>kafka>stream>lake>etl>warehouse>bi"
"clicktracker","Ad click tracking","Streaming & events","Ad click tracking","base","writeheavy","no","Every event is money; losing one is a dispute.","The straightforward shape, sized for steady load.","8","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"clicktracker-bursty","Ad click tracking — burst-tolerant","Streaming & events","Ad click tracking","burst-tolerant","writeheavy","no","Every event is money; losing one is a dispute.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Surge queue,ratelimiter:Rate limiter","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"clicktracker-strict","Ad click tracking — strictly consistent","Streaming & events","Ad click tracking","strictly consistent","writeheavy","no","Every event is money; losing one is a dispute.","No stale reads allowed, so the cache stops being a shock absorber.","9","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,zk:Coordinator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"clicktracker-multiregion","Ad click tracking — multi-region active-active","Streaming & events","Ad click tracking","multi-region active-active","writeheavy","no","Every event is money; losing one is a dispute.","Two live regions; replication lag becomes a correctness question.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,gslb:Global LB,cdc:Replicator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"workflow-engine","Workflow engine","Streaming & events","Workflow engine","base","txn","no","Long-running state machines measured in days.","The straightforward shape, sized for steady load.","8","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"workflow-engine-bursty","Workflow engine — burst-tolerant","Streaming & events","Workflow engine","burst-tolerant","txn","no","Long-running state machines measured in days.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,queue:Surge queue,ratelimiter:Rate limiter","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"workflow-engine-strict","Workflow engine — strictly consistent","Streaming & events","Workflow engine","strictly consistent","txn","no","Long-running state machines measured in days.","No stale reads allowed, so the cache stops being a shock absorber.","9","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,zk:Coordinator","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"workflow-engine-multiregion","Workflow engine — multi-region active-active","Streaming & events","Workflow engine","multi-region active-active","txn","no","Long-running state machines measured in days.","Two live regions; replication lag becomes a correctness question.","10","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,gslb:Global LB,cdc:Replicator","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"retry-broker","Retry and backoff broker","Streaming & events","Retry and backoff broker","base","writeheavy","no","Retry storms are self-inflicted and self-sustaining.","The straightforward shape, sized for steady load.","8","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"retry-broker-bursty","Retry and backoff broker — burst-tolerant","Streaming & events","Retry and backoff broker","burst-tolerant","writeheavy","no","Retry storms are self-inflicted and self-sustaining.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Surge queue,ratelimiter:Rate limiter","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"retry-broker-strict","Retry and backoff broker — strictly consistent","Streaming & events","Retry and backoff broker","strictly consistent","writeheavy","no","Retry storms are self-inflicted and self-sustaining.","No stale reads allowed, so the cache stops being a shock absorber.","9","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,zk:Coordinator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"retry-broker-multiregion","Retry and backoff broker — multi-region active-active","Streaming & events","Retry and backoff broker","multi-region active-active","writeheavy","no","Retry storms are self-inflicted and self-sustaining.","Two live regions; replication lag becomes a correctness question.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,gslb:Global LB,cdc:Replicator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"stream-enrichment","Stream enrichment","Streaming & events","Stream enrichment","base","pipeline","no","A lookup per event against a store that must keep up.","The straightforward shape, sized for steady load.","7","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI","client>kafka>stream>lake>etl>warehouse>bi"
"stream-enrichment-bursty","Stream enrichment — burst-tolerant","Streaming & events","Stream enrichment","burst-tolerant","pipeline","no","A lookup per event against a store that must keep up.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,queue:Surge queue,ratelimiter:Rate limiter","client>kafka>stream>lake>etl>warehouse>bi"
"stream-enrichment-strict","Stream enrichment — strictly consistent","Streaming & events","Stream enrichment","strictly consistent","pipeline","no","A lookup per event against a store that must keep up.","No stale reads allowed, so the cache stops being a shock absorber.","8","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,zk:Coordinator","client>kafka>stream>lake>etl>warehouse>bi"
"stream-enrichment-multiregion","Stream enrichment — multi-region active-active","Streaming & events","Stream enrichment","multi-region active-active","pipeline","no","A lookup per event against a store that must keep up.","Two live regions; replication lag becomes a correctness question.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,gslb:Global LB,cdc:Replicator","client>kafka>stream>lake>etl>warehouse>bi"
"event-sourcing","Event-sourced service","Streaming & events","Event-sourced service","base","writeheavy","no","Rebuild time is a real operational number.","The straightforward shape, sized for steady load.","8","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"event-sourcing-bursty","Event-sourced service — burst-tolerant","Streaming & events","Event-sourced service","burst-tolerant","writeheavy","no","Rebuild time is a real operational number.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Surge queue,ratelimiter:Rate limiter","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"event-sourcing-strict","Event-sourced service — strictly consistent","Streaming & events","Event-sourced service","strictly consistent","writeheavy","no","Rebuild time is a real operational number.","No stale reads allowed, so the cache stops being a shock absorber.","9","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,zk:Coordinator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"event-sourcing-multiregion","Event-sourced service — multi-region active-active","Streaming & events","Event-sourced service","multi-region active-active","writeheavy","no","Rebuild time is a real operational number.","Two live regions; replication lag becomes a correctness question.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,gslb:Global LB,cdc:Replicator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"change-notifier","Change notification service","Streaming & events","Change notification service","base","writeheavy","no","Subscribers who are slow become your problem.","The straightforward shape, sized for steady load.","8","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"change-notifier-bursty","Change notification service — burst-tolerant","Streaming & events","Change notification service","burst-tolerant","writeheavy","no","Subscribers who are slow become your problem.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Surge queue,ratelimiter:Rate limiter","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"change-notifier-strict","Change notification service — strictly consistent","Streaming & events","Change notification service","strictly consistent","writeheavy","no","Subscribers who are slow become your problem.","No stale reads allowed, so the cache stops being a shock absorber.","9","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,zk:Coordinator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"change-notifier-multiregion","Change notification service — multi-region active-active","Streaming & events","Change notification service","multi-region active-active","writeheavy","no","Subscribers who are slow become your problem.","Two live regions; replication lag becomes a correctness question.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,gslb:Global LB,cdc:Replicator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"pubsub-bridge","Cross-cloud bridge","Streaming & events","Cross-cloud bridge","base","pipeline","no","Two brokers with different guarantees, joined.","The straightforward shape, sized for steady load.","7","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI","client>kafka>stream>lake>etl>warehouse>bi"
"pubsub-bridge-bursty","Cross-cloud bridge — burst-tolerant","Streaming & events","Cross-cloud bridge","burst-tolerant","pipeline","no","Two brokers with different guarantees, joined.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,queue:Surge queue,ratelimiter:Rate limiter","client>kafka>stream>lake>etl>warehouse>bi"
